Provincia,Estadisticos,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Anual,year
Ciudad Real,Media,"1,0","1,0","1,0","1,0","1,9","3,3","4,2","3,2","1,9","1,4","1,0","1,0","1,8",2022
Ciudad Real,Cuartil_3,"1,0","1,0","1,0","1,0","2,8","4,4","4,9","4,1","2,4","1,5","1,0","1,0","2,5",2022
Ciudad Real,Maximo,"1,0","1,3","1,0","1,0","4,7","5,0","5,0","4,7","4,4","3,8","1,4","1,0","5,0",2022
Cordoba,Minimo,"1,0","1,0","1,0","1,0","1,0","1,2","1,6","1,7","1,0","1,0","1,0","1,0","1,0",2022
Cordoba,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,5","3,5","2,9","1,0","1,0","1,0","1,0","1,0",2022
Cordoba,Mediana,"1,0","1,0","1,0","1,0","1,2","3,0","4,4","3,2","1,3","1,2","1,0","1,0","1,0",2022
Cordoba,Media,"1,0","1,0","1,0","1,0","1,7","3,3","4,2","3,4","1,7","1,5","1,0","1,0","1,8",2022
Cordoba,Cuartil_3,"1,0","1,0","1,0","1,0","2,2","4,6","5,0","4,0","2,5","1,8","1,1","1,0","2,5",2022
Cordoba,Maximo,"1,0","1,7","1,0","1,0","4,1","4,9","5,0","4,7","3,9","3,7","1,3","1,0","5,0",2022
A Coruña,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0",2022
A Coruña,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,0","2,5","2,4","1,0","1,0","1,0","1,0","1,0",2022
A Coruña,Mediana,"1,0","1,0","1,0","1,0","1,4","1,0","3,1","3,2","1,0","1,0","1,0","1,0","1,0",2022
A Coruña,Media,"1,2","1,2","1,0","1,2","1,6","1,1","3,0","3,1","1,4","1,0","1,0","1,0","1,5",2022
A Coruña,Cuartil_3,"1,2","1,3","1,1","1,1","2,1","1,0","3,6","4,1","1,7","1,0","1,0","1,0","1,6",2022
A Coruña,Maximo,"2,3","2,5","1,2","2,6","2,9","2,4","4,3","4,6","2,5","1,2","1,6","1,2","4,6",2022
Cuenca,Minimo,"1,0","1,0","1,0","1,0","1,0","1,3","1,3","1,2","1,0","1,0","1,0","1,0","1,0",2022
Cuenca,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,8","3,6","3,2","1,0","1,0","1,0","1,0","1,0",2022
Cuenca,Mediana,"1,0","1,1","1,0","1,0","1,1","3,8","4,1","3,8","1,1","1,1","1,0","1,0","1,0",2022
Cuenca,Media,"1,0","1,2","1,0","1,0","1,9","3,7","4,0","3,6","2,1","1,2","1,1","1,0","1,9",2022
Cuenca,Cuartil_3,"1,0","1,2","1,0","1,0","2,6","4,7","4,8","4,2","3,7","1,3","1,0","1,0","2,7",2022
Cuenca,Maximo,"1,9","2,4","1,0","1,3","4,2","5,0","5,0","5,0","4,9","2,0","2,1","1,0","5,0",2022
Girona,Minimo,"1,0","1,0","1,0","1,0","1,0","1,8","2,5","1,4","1,0","1,0","1,0","1,0","1,0",2022
Girona,Cuartil_1,"1,3","1,3","1,0","1,0","1,3","3,1","4,2","3,2","1,4","1,0","1,1","1,0","1,1",2022
Girona,Mediana,"1,7","2,1","1,0","1,1","2,5","3,7","4,5","3,8","2,7","1,7","1,4","1,1","1,9",2022
Girona,Media,"1,6","1,9","1,2","1,4","2,4","3,7","4,3","3,6","2,6","1,7","1,7","1,2","2,3",2022
Girona,Cuartil_3,"1,9","2,4","1,2","1,7","3,1","4,4","4,8","4,2","3,5","2,3","2,1","1,3","3,3",2022
Girona,Maximo,"2,7","3,1","2,2","2,8","4,6","4,9","5,0","4,7","3,9","3,2","3,5","1,8","5,0",2022
Granada,Minimo,"1,0","1,0","1,0","1,0","1,0","1,3","3,2","1,7","1,0","1,0","1,0","1,0","1,0",2022
Granada,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","3,1","3,9","3,7","1,2","1,0","1,2","1,0","1,0",2022
Granada,Mediana,"1,0","1,1","1,0","1,0","1,4","3,7","4,4","4,0","2,1","2,6","1,6","1,0","1,2",2022
Granada,Media,"1,1","1,2","1,0","1,0","2,0","3,6","4,2","4,0","2,3","2,4","1,8","1,0","2,1",2022
Granada,Cuartil_3,"1,1","1,3","1,0","1,0","3,1","4,7","4,7","4,4","3,4","3,3","2,0","1,0","3,4",2022
Granada,Maximo,"1,4","1,8","1,0","1,1","4,6","4,9","4,9","4,8","4,5","4,7","3,6","1,3","4,9",2022
Guadalajara,Minimo,"1,0","1,0","1,0","1,0","1,0","1,7","1,3","1,1","1,0","1,0","1,0","1,0","1,0",2022
Guadalajara,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,7","3,8","3,0","1,0","1,0","1,0","1,0","1,0",2022
Guadalajara,Mediana,"1,0","1,1","1,0","1,0","1,0","3,5","4,3","4,0","1,2","1,2","1,0","1,0","1,0",2022
Guadalajara,Media,"1,1","1,2","1,0","1,1","1,5","3,5","4,1","3,6","2,1","1,4","1,0","1,0","1,9",2022
Guadalajara,Cuartil_3,"1,0","1,2","1,0","1,0","1,8","4,3","4,8","4,3","3,7","1,6","1,0","1,0","2,5",2022
Guadalajara,Maximo,"1,8","2,1","1,1","2,1","3,8","5,0","5,0","4,9","4,5","2,5","1,4","1,0","5,0",2022
Gipuzkoa,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0",2022
Gipuzkoa,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,0","1,7","1,4","1,0","1,2","1,0","1,0","1,0",2022
Gipuzkoa,Mediana,"1,0","1,0","1,0","1,0","1,9","1,5","2,9","3,4","3,4","3,0","1,0","1,0","1,1",2022
Gipuzkoa,Media,"1,3","1,0","1,5","1,5","2,3","2,2","3,1","3,2","3,0","3,0","1,5","1,3","2,1",2022
Gipuzkoa,Cuartil_3,"1,0","1,0","2,0","1,6","3,5","3,3","4,8","4,8","4,7","4,6","1,1","1,2","3,1",2022
Gipuzkoa,Maximo,"3,9","1,8","3,9","4,2","4,8","5,0","5,0","5,0","5,0","5,0","4,0","3,5","5,0",2022
Huelva,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,1","1,0","1,0","1,0","1,0","1,0",2022
